,state,county,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20
11,Washington,Lewis,-1.0,11.0,-3.0,2.0,3.0,14.0,4.0,10.0,8.0,5.0,-2.0,3.0,15.0,8.0,3.0,15.0,6.0,5.0,4.0,13.0,5.0,2.0,10.0,6.0,1.0,7.0,8.0,-5.0,-9.0,-8.0,-1.0,8.0,-5.0,4.0,-8.0,-11.0,-13.0,-8.0,-8.0,-11.0,-16.0,-27.0,-33.0,-32.0,-15.0,-17.0,-11.0,-13.0,-23.0,-29.0,-29.0,-12.0,-14.0,-14.0,-14.0,-21.0,-22.0,,,,,,,,,,,,,,,
12,Washington,Thurston,8.0,2.0,6.0,8.0,10.0,12.0,4.0,8.0,4.0,5.0,6.0,11.0,7.0,9.0,8.0,14.0,2.0,2.0,11.0,9.0,5.0,6.0,7.0,7.0,2.0,9.0,5.0,-5.0,-14.0,-10.0,-7.0,-12.0,-10.0,-15.0,-14.0,-22.0,-23.0,-25.0,-28.0,-24.0,-30.0,-37.0,-37.0,-36.0,-31.0,-30.0,-29.0,-34.0,-37.0,-37.0,-32.0,-27.0,-29.0,-24.0,-25.0,-28.0,-29.0,-34.0,-38.0,-42.0,-37.0,-38.0,-38.0,-38.0,-38.0,-38.0,-39.0,-45.0,-38.0,-39.0,-41.0,-32.0
13,Washington,San Juan,,,,,,,5.0,,,-8.0,,,9.0,-2.0,,,-4.0,,,2.0,-5.0,-9.0,,-4.0,,7.0,,-8.0,-23.0,,-15.0,-16.0,-17.0,-17.0,-24.0,-23.0,-19.0,-19.0,-30.0,-30.0,-39.0,-54.0,-60.0,-43.0,-52.0,-44.0,-43.0,-43.0,-54.0,-47.0,-45.0,-46.0,-40.0,-43.0,-50.0,-58.0,-57.0,-46.0,-38.0,-31.0,-34.0,-35.0,-47.0,-54.0,-38.0,-39.0,-32.0,-41.0,-35.0,-52.0,-52.0,-45.0
14,Washington,Asotin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Washington,Chelan,7.0,,-2.0,5.0,15.0,10.0,10.0,9.0,-11.0,7.0,2.0,8.0,16.0,13.0,9.0,-2.0,12.0,13.0,10.0,8.0,12.0,-5.0,,17.0,11.0,15.0,15.0,-9.0,-21.0,-22.0,12.0,10.0,2.0,2.0,9.0,-4.0,-4.0,0.0,-16.0,-21.0,-29.0,-28.0,-20.0,-27.0,-23.0,-34.0,-23.0,-26.0,-28.0,-29.0,-33.0,-13.0,-26.0,-18.0,-15.0,-13.0,-23.0,-27.0,-7.0,-22.0,-13.0,-13.0,-15.0,-15.0,1.0,0.0,-13.0,-20.0,-17.0,-14.0,-12.0,-10.0
16,Washington,Clallam,,,23.0,24.0,31.0,22.0,32.0,,,17.0,23.0,15.0,14.0,26.0,17.0,,13.0,16.0,14.0,6.0,9.0,19.0,,18.0,15.0,11.0,27.0,9.0,4.0,,12.0,6.0,11.0,-11.0,2.0,17.0,,-20.0,-23.0,-25.0,-30.0,-29.0,-29.0,,-25.0,-32.0,-23.0,-33.0,-29.0,-23.0,,-10.0,-13.0,-14.0,-9.0,-11.0,-8.0,,-9.0,-14.0,-11.0,-10.0,-18.0,-10.0,,-6.0,-24.0,-30.0,-25.0,-12.0,-9.0,
17,Washington,Cowlitz,12.0,18.0,27.0,15.0,18.0,17.0,13.0,19.0,15.0,13.0,15.0,18.0,14.0,18.0,3.0,18.0,15.0,9.0,25.0,19.0,14.0,4.0,19.0,15.0,15.0,22.0,22.0,6.0,-12.0,5.0,17.0,11.0,9.0,7.0,-1.0,-18.0,-15.0,-10.0,-14.0,-18.0,-21.0,-33.0,-39.0,-34.0,-19.0,-24.0,-17.0,-17.0,-27.0,-36.0,-22.0,-15.0,-9.0,1.0,-10.0,-17.0,-32.0,-25.0,-8.0,-12.0,-11.0,-12.0,-12.0,-27.0,-20.0,-22.0,-21.0,-24.0,-12.0,-21.0,-26.0,-17.0
18,Washington,Grays Harbor,,,22.0,25.0,9.0,22.0,12.0,,,,13.0,11.0,11.0,12.0,,,14.0,13.0,20.0,-4.0,12.0,,,,13.0,9.0,2.0,-15.0,-11.0,,14.0,-4.0,-2.0,-4.0,-3.0,2.0,,-8.0,-30.0,-24.0,-35.0,-35.0,-33.0,-26.0,-20.0,-19.0,-11.0,-29.0,-17.0,-16.0,,-8.0,-21.0,-30.0,-24.0,-32.0,-20.0,,,,,,,,,,,,,,,
19,Washington,Island,5.0,15.0,13.0,4.0,10.0,9.0,12.0,34.0,28.0,4.0,12.0,8.0,19.0,2.0,15.0,18.0,-2.0,4.0,0.0,3.0,-5.0,-1.0,36.0,-11.0,-6.0,-7.0,-14.0,-21.0,-16.0,2.0,-20.0,-28.0,-31.0,-28.0,-26.0,-21.0,-26.0,-43.0,-46.0,-52.0,-56.0,-58.0,-56.0,-53.0,-54.0,-57.0,-54.0,-55.0,-57.0,-51.0,-52.0,-55.0,-52.0,-46.0,-46.0,-45.0,-45.0,-29.0,-45.0,-43.0,-47.0,-37.0,-43.0,-39.0,-29.0,-46.0,-45.0,-49.0,-42.0,-41.0,-41.0,-22.0
20,Washington,King,8.0,3.0,-13.0,6.0,6.0,2.0,1.0,8.0,2.0,2.0,3.0,5.0,7.0,4.0,3.0,7.0,-6.0,-8.0,-9.0,-16.0,-21.0,-12.0,-14.0,-25.0,-27.0,-28.0,-33.0,-40.0,-28.0,-31.0,-44.0,-47.0,-50.0,-56.0,-56.0,-50.0,-57.0,-63.0,-64.0,-66.0,-70.0,-71.0,-66.0,-66.0,-72.0,-70.0,-68.0,-72.0,-72.0,-64.0,-68.0,-70.0,-70.0,-69.0,-70.0,-70.0,-63.0,-66.0,-69.0,-68.0,-67.0,-68.0,-68.0,-62.0,-63.0,-67.0,-68.0,-71.0,-70.0,-67.0,-60.0,-62.0
21,Washington,Kitsap,20.0,32.0,7.0,7.0,9.0,10.0,13.0,20.0,26.0,2.0,5.0,12.0,18.0,16.0,15.0,36.0,1.0,0.0,3.0,-5.0,-7.0,-7.0,9.0,-10.0,-17.0,-13.0,-17.0,-26.0,-32.0,-17.0,-30.0,-37.0,-35.0,-41.0,-40.0,-51.0,-45.0,-49.0,-56.0,-56.0,-61.0,-64.0,-69.0,-62.0,-66.0,-64.0,-60.0,-63.0,-65.0,-63.0,-60.0,-61.0,-58.0,-56.0,-57.0,-57.0,-60.0,-56.0,-54.0,-53.0,-50.0,-51.0,-50.0,-52.0,-41.0,-51.0,-55.0,-54.0,-54.0,-49.0,-52.0,-40.0
22,Washington,Kittitas,17.0,24.0,19.0,14.0,23.0,14.0,2.0,20.0,16.0,2.0,4.0,10.0,16.0,6.0,8.0,27.0,-3.0,11.0,16.0,18.0,13.0,28.0,40.0,10.0,18.0,14.0,17.0,-2.0,14.0,23.0,9.0,14.0,20.0,6.0,0.0,19.0,2.0,-3.0,-8.0,-3.0,-11.0,-31.0,-15.0,-22.0,-21.0,-18.0,-7.0,-10.0,-23.0,-16.0,-23.0,-14.0,-12.0,-1.0,-11.0,-18.0,-13.0,-28.0,-22.0,-12.0,-1.0,-5.0,-19.0,-8.0,-3.0,-18.0,-9.0,-9.0,-7.0,-17.0,2.0,5.0
23,Washington,Klickitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Washington,Okanogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Washington,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Washington,Skagit,35.0,24.0,13.0,17.0,5.0,14.0,8.0,19.0,10.0,0.0,9.0,2.0,10.0,9.0,16.0,9.0,-5.0,6.0,3.0,-2.0,1.0,7.0,14.0,11.0,8.0,5.0,1.0,-2.0,-4.0,4.0,-1.0,-4.0,-6.0,-13.0,-18.0,-20.0,-31.0,-29.0,-29.0,-35.0,-46.0,-52.0,-55.0,-51.0,-47.0,-40.0,-45.0,-45.0,-52.0,-40.0,-47.0,-45.0,-42.0,-37.0,-41.0,-43.0,-27.0,-31.0,-36.0,-31.0,-36.0,-35.0,-43.0,-36.0,-36.0,-36.0,-35.0,-45.0,-37.0,-46.0,-38.0,-30.0
27,Washington,Skamania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Washington,Snohomish,10.0,10.0,-2.0,5.0,7.0,5.0,7.0,12.0,6.0,6.0,5.0,5.0,6.0,5.0,9.0,8.0,-3.0,-1.0,0.0,-8.0,-11.0,-5.0,0.0,-9.0,-15.0,-14.0,-18.0,-25.0,-19.0,-13.0,-24.0,-28.0,-29.0,-32.0,-32.0,-28.0,-33.0,-42.0,-50.0,-52.0,-58.0,-59.0,-53.0,-48.0,-56.0,-55.0,-52.0,-56.0,-57.0,-41.0,-45.0,-50.0,-51.0,-48.0,-47.0,-48.0,-40.0,-33.0,-48.0,-45.0,-44.0,-43.0,-45.0,-39.0,-25.0,-41.0,-48.0,-52.0,-48.0,-42.0,-35.0,-28.0
29,Washington,Spokane,6.0,0.0,-10.0,2.0,5.0,5.0,4.0,5.0,-2.0,1.0,2.0,4.0,9.0,9.0,7.0,11.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,-1.0,1.0,2.0,-2.0,-8.0,-14.0,-16.0,-14.0,-21.0,-23.0,-28.0,-28.0,-25.0,-29.0,-38.0,-41.0,-44.0,-47.0,-48.0,-42.0,-45.0,-50.0,-49.0,-45.0,-47.0,-48.0,-40.0,-49.0,-45.0,-44.0,-42.0,-42.0,-41.0,-38.0,-44.0,-46.0,-46.0,-43.0,-40.0,-41.0,-36.0,-36.0,-40.0,-41.0,-45.0,-42.0,-40.0,-37.0,-34.0
30,Washington,Walla Walla,4.0,,-18.0,0.0,13.0,12.0,23.0,15.0,,3.0,16.0,17.0,15.0,20.0,13.0,,8.0,7.0,8.0,1.0,18.0,-2.0,,8.0,4.0,10.0,10.0,-4.0,-15.0,,-2.0,-12.0,-14.0,-10.0,-13.0,-19.0,,-21.0,-30.0,-33.0,-39.0,-41.0,-50.0,-47.0,-47.0,-42.0,-43.0,-45.0,-41.0,-46.0,-42.0,-36.0,-33.0,-30.0,-34.0,-39.0,-35.0,-15.0,-22.0,-27.0,-20.0,-24.0,-24.0,-14.0,0.0,-15.0,-24.0,-25.0,-27.0,-22.0,-25.0,5.0
31,Washington,Whatcom,37.0,8.0,37.0,26.0,18.0,15.0,19.0,8.0,21.0,3.0,10.0,14.0,9.0,18.0,8.0,12.0,-5.0,11.0,14.0,12.0,19.0,2.0,9.0,6.0,7.0,3.0,-3.0,-1.0,-14.0,-17.0,-15.0,-16.0,-19.0,-32.0,-36.0,-46.0,-57.0,-48.0,-45.0,-44.0,-57.0,-61.0,-66.0,-69.0,-62.0,-55.0,-49.0,-60.0,-63.0,-62.0,-66.0,-57.0,-50.0,-46.0,-49.0,-59.0,-62.0,-69.0,-57.0,-47.0,-49.0,-51.0,-55.0,-57.0,-65.0,-54.0,-47.0,-52.0,-50.0,-55.0,-55.0,-63.0
32,Washington,Whitman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Washington,Yakima,3.0,19.0,-3.0,13.0,3.0,8.0,5.0,8.0,12.0,9.0,8.0,11.0,12.0,11.0,6.0,23.0,13.0,3.0,3.0,3.0,5.0,5.0,9.0,6.0,7.0,-2.0,11.0,-3.0,-12.0,-7.0,-2.0,-5.0,-5.0,-6.0,-6.0,-10.0,-9.0,-25.0,-24.0,-26.0,-25.0,-24.0,-30.0,-21.0,-30.0,-26.0,-21.0,-26.0,-28.0,-35.0,-26.0,-22.0,-26.0,-20.0,-20.0,-21.0,-28.0,-20.0,-24.0,-27.0,-23.0,-16.0,-26.0,-25.0,-14.0,-17.0,-22.0,-26.0,-19.0,-26.0,-22.0,-20.0
